instance_id,gpt41,o4mini,claude4
pydata__xarray-3677,0.002000019,0.001547217,0.002538362
django__django-11848,0.012015913,0.004402816,0.016410456
django__django-12431,0.001521215,0.000763685,0.002060166
django__django-7188,1.00009191,0.896707416,1.179507067
sympy__sympy-13768,0.02496285,0.020672917,0.029656239
django__django-15087,1.000104427,0.626749873,1.2642593309999999
sympy__sympy-16085,0.011381403,0.007207185,0.014928087999999999
pytest-dev__pytest-11047,0.006758201,0.004755765,0.008584684
django__django-13924,1.000037551,0.893352032,1.178825053
scikit-learn__scikit-learn-11206,1.414264321,0.912377119,1.881040638
scikit-learn__scikit-learn-13960,0.002702315,0.00168854,0.0034780749999999997
sympy__sympy-16963,0.012263251,0.007471114,0.016076118
matplotlib__matplotlib-14043,0.001205795,0.000242859,0.001628994
django__django-16511,0.0116858,0.009995311,0.013766175
django__django-14641,1.000120044,0.88465482,1.177320786
matplotlib__matplotlib-19553,0.007108575,0.005353421,0.009047066999999999
matplotlib__matplotlib-23188,0.009148203,0.008125454,0.010796569
mwaskom__seaborn-2853,0.022610974,0.004859149,0.030730109999999998
sympy__sympy-24661,0.017306354,0.015046746,0.020338108
sympy__sympy-14774,0.011538789,0.005746126,0.015370342
mwaskom__seaborn-2979,0.00866587,0.000580221,0.012311832000000002
sympy__sympy-23950,0.008415136,0.00721395,0.010121748
sympy__sympy-14024,0.01334308,0.000881821,0.017946901
pylint-dev__pylint-4330,0.015408414,0.013722003,0.018152755
django__django-9003,0.005732916,0.004777789,0.006941913
scikit-learn__scikit-learn-25370,0.02723548,0.002922595,0.036552121
sympy__sympy-23117,0.023116587,0.00267601,0.030986951
sympy__sympy-22706,0.004699325,0.002914518,0.006237536
sympy__sympy-17139,0.000262047,0.000190377,0.000322747
matplotlib__matplotlib-26020,1.000017047,0.912806511,1.182597032
pydata__xarray-3635,0.004185816,0.003676713,0.004921135
django__django-14733,0.026669782,0.019958943,0.033134842
matplotlib__matplotlib-23573,1.000049233,0.591690779,1.3123467629999999
sympy__sympy-23296,0.019583404,0.017477661,0.023078954
pylint-dev__pylint-4492,0.015437179,0.013808459,0.018198877000000002
sphinx-doc__sphinx-7961,1.000029802,0.852504551,1.211774964
django__django-12747,0.012131264,0.010374665,0.014778849
scikit-learn__scikit-learn-10844,1.000013113,0.910580695,1.182144257
sympy__sympy-13429,0.01761671,0.002397835,0.024753079
sympy__sympy-12977,0.001940307,0.000242949,0.002565333
django__django-15061,1.000137687,0.896587372,1.179785179
matplotlib__matplotlib-25651,0.016727017,0.014275908,0.019801532
django__django-13665,0.011418927,0.009953231,0.013409621
django__django-11405,1.000023365,0.889045715,1.1778888090000001
django__django-16745,0.015472631,0.013443977,0.018350182
sympy__sympy-16052,1.000101089,0.909638047,1.182124418
django__django-12155,0.008614613,0.004392058,0.011597611
django__django-15666,0.00740109,0.000397742,0.01005836
sympy__sympy-24102,0.013288194,0.009870708,0.016820008
django__django-15400,0.013401003,0.00519374,0.018153806
mwaskom__seaborn-3276,1.000082016,0.835967541,1.216292135
sphinx-doc__sphinx-8595,0.018962657,0.016384363,0.023052215
sympy__sympy-21260,0.005914399,0.001988202,0.008358863
matplotlib__matplotlib-24924,0.010891246,0.009716541,0.012834554
django__django-14282,0.009791986,0.004592419,0.013263295000000001
sphinx-doc__sphinx-8593,0.007749464,0.005300701,0.009111949000000001
pytest-dev__pytest-10442,0.01837559,0.01539579,0.021967133
pydata__xarray-3812,1.000044107,0.90015012,1.180121128
sphinx-doc__sphinx-8684,1.000081182,0.909911573,1.1821648219999998
django__django-13347,0.015408495,0.011110455,0.019492259999999997
django__django-15741,0.015559717,0.011754006,0.019293656
pallets__flask-5014,1.000036597,0.581712246,1.325482789
django__django-12184,0.004938808,0.004303485,0.005799487000000001
django__django-14996,1.000062346,0.606741548,1.305321204
scikit-learn__scikit-learn-13135,0.002295885,0.001365691,0.003021339
django__django-14480,1.000035882,0.911971986,1.1824694569999998
django__django-13513,0.008263555,0.000289261,0.010929933000000001
sympy__sympy-17251,0.004225839,0.002248794,0.005563141000000001
sphinx-doc__sphinx-8674,1.000141859,0.874760747,1.182350719
scikit-learn__scikit-learn-13628,0.012555628,0.009419441,0.015267699
django__django-16888,0.029556958,0.003098249,0.039650868
sympy__sympy-22005,0.002224457,0.000613332,0.00311026
django__django-12212,0.00134846,0.000991017,0.0017109929999999998
scikit-learn__scikit-learn-12421,0.006317805,0.003827482,0.008344756
sympy__sympy-17176,0.005128582,0.004314482,0.006252427999999999
sympy__sympy-17194,0.023652283,0.020765036,0.02780526
matplotlib__matplotlib-26011,0.014020875,0.011151224,0.017171946
sympy__sympy-17813,0.011254825,0.003116429,0.015876301
django__django-14861,0.007515677,0.001119375,0.010325666
django__django-11260,1.414399862,0.890355229,1.869758427
matplotlib__matplotlib-25498,0.006625209,0.000207931,0.008924625
matplotlib__matplotlib-24637,0.010907727,0.008585125,0.013683384
scikit-learn__scikit-learn-10495,0.011592413,0.00871256,0.014471501999999999
django__django-12754,0.013670767,0.001978278,0.018621606
matplotlib__matplotlib-23332,0.029485039,0.026523292,0.034789691
django__django-13250,0.008523948,0.006880999,0.010189749
matplotlib__matplotlib-24250,0.006742213,0.00502339,0.008571331
django__django-12143,0.016437469,0.012162387,0.021057461
sympy__sympy-13309,0.010477873,0.00406462,0.013550099
django__django-11423,0.012493742,0.008510828,0.015848059
scikit-learn__scikit-learn-11542,1.414303422,0.889558434,1.810750656
matplotlib__matplotlib-22871,0.007780735,0.006965309,0.009173797000000001
sympy__sympy-20639,0.021985456,0.014086783,0.029167989
sphinx-doc__sphinx-8095,0.009479003,0.005980343,0.012600975
django__django-11999,0.008117245,0.005831599,0.010165493000000001
astropy__astropy-7737,0.010088026,0.006141901,0.012994837
pydata__xarray-4094,0.002533169,0.001584262,0.0033298570000000003
astropy__astropy-14598,0.002403369,0.0013538,0.0031831589999999996
pytest-dev__pytest-7571,0.022870008,0.015986413,0.029501174
scikit-learn__scikit-learn-13333,0.007398597,0.005561352,0.008877764
sphinx-doc__sphinx-9231,0.017773936,0.015194327,0.021046857000000002
django__django-15643,1.000086665,0.155608833,1.435228425
pytest-dev__pytest-7521,0.002262972,0.000547171,0.003112499
scikit-learn__scikit-learn-13174,0.016866367,0.013354033,0.021190058
scikit-learn__scikit-learn-10581,0.00428142,0.003790408,0.00503946
pydata__xarray-4493,0.00121473,6.51e-05,0.001630151
django__django-11829,0.013499044,0.005022436,0.01801713
scikit-learn__scikit-learn-13124,0.0061458,0.003485411,0.008151306
pytest-dev__pytest-10051,0.005096917,0.000870526,0.007034259
pallets__flask-4642,0.006320327,0.004689574,0.007745981
django__django-16578,0.01299168,0.008172929,0.016961123
sphinx-doc__sphinx-8713,0.006975455,0.00576219,0.008315147
django__django-15995,0.019082526,0.015830606,0.02321094
django__django-13774,0.014491674,0.004008323,0.019623932
sympy__sympy-18633,1.000078678,0.900719762,1.180338596
matplotlib__matplotlib-26122,0.006258335,0.003940582,0.008290919
scikit-learn__scikit-learn-26289,0.004184172,0.002187371,0.00558571
sphinx-doc__sphinx-10449,0.005290828,0.000300497,0.007483671
django__django-15957,0.020971665,0.017204344,0.025389567000000002
django__django-16454,0.004630084,0.003716916,0.00541705
sphinx-doc__sphinx-7351,1.000063539,0.759544015,1.2494358849999998
django__django-16379,0.006112975,0.002096087,0.008144044999999999
django__django-15401,0.016070293,0.012408555,0.019392298
django__django-11359,0.011201062,0.006901503,0.014714367999999999
django__django-16642,0.016161975,0.012540668,0.019802484
astropy__astropy-14578,0.006054307,0.004801065,0.007099975
sympy__sympy-15011,0.011619448,0.006228209,0.015495454999999998
pytest-dev__pytest-5692,0.004438173,0.001173198,0.00599355
astropy__astropy-13132,1.00001049,0.912398219,1.182502183
django__django-16597,0.003638634,0.002169877,0.004766139
matplotlib__matplotlib-21570,0.002057093,0.001137882,0.002650874
sphinx-doc__sphinx-8551,0.007728816,0.006126672,0.009222192
django__django-15433,0.013511254,0.011026412,0.016639777
scikit-learn__scikit-learn-11635,1.00009799,0.798900783,1.251033232
django__django-12470,0.015978307,0.001205504,0.021383274
psf__requests-1537,0.009341137,0.008390903,0.011019346999999999
matplotlib__matplotlib-25794,1.000051618,0.780870259,1.25363804
django__django-16801,1.000050068,0.842449248,1.1951772219999999
django__django-16398,1.000053167,0.894634604,1.1792301459999999
mwaskom__seaborn-2848,0.010445701,0.007119328,0.013533168
django__django-11810,0.005686779,0.003597945,0.007247771
django__django-11543,0.014631181,0.012262791,0.017824154000000002
django__django-11377,0.008111673,0.006534338,0.009907025
django__django-13454,0.006051257,0.004999071,0.007288697
sympy__sympy-14564,0.007397255,0.004719377,0.009669527
django__django-15347,0.010957997,0.009788305,0.012915664
pytest-dev__pytest-9359,0.01640849,0.001196951,0.022088395
django__django-12484,0.011636976,0.004136562,0.015858707
django__django-13410,0.005581501,0.003094107,0.0075739710000000005
django__django-15368,0.00786299,0.006554991,0.009271668
sympy__sympy-18211,0.008692957,0.007742405,0.010282577
django__django-16317,0.0116661,0.010624886,0.013791047
sympy__sympy-16527,0.007378783,0.005885214,0.009036816999999999
pylint-dev__pylint-6506,0.008773386,7.72e-05,0.011817902
django__django-16100,1.000067472,0.905218542,1.181205883
django__django-13592,0.011133583,0.008266419,0.013958933
sympy__sympy-21476,0.007550994,0.000749737,0.010116026
scikit-learn__scikit-learn-12656,1.000041246,0.645523787,1.329828411
pydata__xarray-3364,1.000050783,0.829458892,1.227935988
django__django-10316,0.020205177,0.018163204,0.023837818
sphinx-doc__sphinx-9902,0.011566016,0.002642184,0.01569933
django__django-17087,0.004363127,0.001009434,0.005902965
django__django-15828,1.000104547,0.895314872,1.179458455
django__django-13406,1.000056386,0.279230863,1.303216207
matplotlib__matplotlib-26024,0.005744175,0.002205521,0.008034275
sympy__sympy-17394,0.007807526,0.006943494,0.009196261
sympy__sympy-13581,0.023846103,0.019600809,0.029423202000000002
sympy__sympy-21806,1.000127792,0.256670594,1.311384143
django__django-13933,0.006056267,0.002306789,0.007771665
django__django-13589,0.005469159,0.001478553,0.0074370420000000005
pydata__xarray-3520,0.001521674,0.000666678,0.002010712
pydata__xarray-4940,0.031439085,0.00306505,0.042252952999999996
sympy__sympy-12481,1.000051975,0.748473048,1.28109551
django__django-16749,1.000035644,0.905984104,1.181293546
matplotlib__matplotlib-18869,1.000010371,0.898130655,1.179649311
django__django-12304,0.014838971,0.012477905,0.018206389
pydata__xarray-6599,0.003401381,0.000135988,0.00463534
django__django-15334,0.01848889,0.013684034,0.023997027
django__django-14271,0.010869038,0.002511591,0.015352171999999999
astropy__astropy-14365,0.00369897,0.000227958,0.00509888
pylint-dev__pylint-5859,0.004377157,0.003419489,0.005571753
matplotlib__matplotlib-26208,0.006355333,0.003769547,0.008368772
sympy__sympy-17845,1.000105143,0.77052778,1.2546420010000001
django__django-15554,0.008584865,0.003109336,0.012057289
sympy__sympy-13624,0.003496038,0.001108706,0.0047838740000000005
pydata__xarray-2905,0.003587675,0.001220077,0.004884958
pydata__xarray-6135,1.000205398,0.756307364,1.255255494
django__django-11883,0.012600878,0.00918901,0.015688911
django__django-11622,0.017613249,0.012452692,0.021666478000000003
matplotlib__matplotlib-24026,0.001177065,0.000145197,0.001616733
django__django-15442,0.008115949,0.00428775,0.010694756
sympy__sympy-13361,0.01008435,0.001961231,0.014446617000000002
sympy__sympy-19040,0.014316846,0.002958059,0.019153088999999998
django__django-10301,0.000858458,3.54e-05,0.001222052
sphinx-doc__sphinx-9229,0.003471213,4.4e-05,0.004724979
pytest-dev__pytest-8906,0.011691797,0.01009053,0.013709909
scikit-learn__scikit-learn-3840,0.018532939,0.016172975,0.021767527999999998
django__django-14309,0.004727538,0.003488272,0.005792482
sympy__sympy-23534,0.014892912,0.005338788,0.01956954
django__django-13346,0.01862297,0.015332937,0.022491907
matplotlib__matplotlib-24691,1.000105381,0.849634528,1.213427751
django__django-12281,0.015336584,0.011382222,0.018473112
astropy__astropy-13838,1.414252996,0.912041545,1.828350222
django__django-12262,0.012032934,0.006453127,0.01626667
django__django-11501,0.0118035,0.008439124,0.014976804
matplotlib__matplotlib-26160,0.018031171,0.016166747,0.021264532
django__django-13530,0.010286123,0.007965326,0.012883008
sympy__sympy-21769,0.01044523,0.006684572,0.013827466
django__django-14349,0.004342256,0.000480413,0.006121687
django__django-11298,0.00453648,0.002713978,0.005893845
astropy__astropy-13162,0.011164282,0.002025932,0.015903918
django__django-12951,0.009542803,0.007491559,0.011984454
django__django-16983,1.000114679,0.887187123,1.177676505
pylint-dev__pylint-5136,1.414240479,0.823860228,1.899541619
pydata__xarray-4356,0.022572385,0.002717525,0.030108081000000002
sympy__sympy-18256,0.018910687,0.015672207,0.022617899
matplotlib__matplotlib-23742,0.002482884,0.001660496,0.0030756579999999998
sympy__sympy-13043,0.012878332,0.001876175,0.017487935
astropy__astropy-13438,1.00001812,0.911095321,1.18225534
django__django-11206,0.017406113,0.014683276,0.021120394
sympy__sympy-19487,0.009657363,0.002571702,0.013060508
mwaskom__seaborn-3180,0.007062987,0.001831949,0.009652438999999999
django__django-16786,0.005868542,0.004403383,0.007199102
pydata__xarray-6744,0.010305093,0.007342547,0.013315527
django__django-13354,0.018174069,0.001770049,0.025744586
matplotlib__matplotlib-21568,0.000794008,0.000211477,0.001065024
astropy__astropy-13469,0.018973593,0.015386373,0.023435716000000002
matplotlib__matplotlib-23140,1.00006187,0.875322402,1.175666726
sphinx-doc__sphinx-9602,0.010540387,0.008124769,0.013506106
scikit-learn__scikit-learn-13780,0.025956742,0.02033022,0.032924632
django__django-13667,0.013194237,0.010638297,0.016307072
django__django-12961,0.011879368,0.009980887,0.01419865
django__django-14059,0.011815722,0.009858757,0.013787444000000001
django__django-10730,0.015215418,0.012070626,0.018652526
pylint-dev__pylint-4516,0.013507887,0.012016356,0.015911188
sympy__sympy-22934,1.41427958,0.86597693,1.900855183
sympy__sympy-13840,1.000282645,0.641054571,1.273373339
pytest-dev__pytest-11217,0.023799641,0.019370317,0.02892359
django__django-16670,0.00749634,0.003854871,0.010056795
sympy__sympy-12096,0.00521444,0.000895083,0.007125508
django__django-14124,0.006475203,0.005237937,0.007960001999999999
django__django-11728,0.015767723,0.012431502,0.018254012
sympy__sympy-21259,0.010490895,0.003431678,0.014435375
sphinx-doc__sphinx-10451,0.003441943,0.000744909,0.004783048
scikit-learn__scikit-learn-15535,0.006982171,0.005454332,0.008477031999999999
pytest-dev__pytest-7535,0.005322722,0.002727002,0.007062164
django__django-12193,1.000070333,0.626037657,1.282818613
django__django-12671,0.019264832,0.014147252,0.024532071
django__django-11001,0.009589237,0.004160881,0.012694293
pylint-dev__pylint-5730,0.000901569,2.59e-06,0.001254369
mwaskom__seaborn-3187,0.010316309,0.005287319,0.013929668
pytest-dev__pytest-5262,1.000019789,0.189609617,1.326058212
astropy__astropy-12842,1.000064373,0.897661507,1.1797057080000002
django__django-11997,0.003401845,0.002484351,0.004215794
sympy__sympy-21612,1.414252639,0.910380363,1.8673102620000002
pylint-dev__pylint-4812,0.026772885,0.022543192,0.032810888999999996
sympy__sympy-11818,0.014689121,0.00963977,0.018894031999999998
django__django-12122,0.025639804,0.020732462,0.031171866
scikit-learn__scikit-learn-24145,0.015123919,0.012803376,0.018120113
django__django-13111,0.016010562,0.006683946,0.021031174
scikit-learn__scikit-learn-11315,0.003960748,0.003197998,0.004916121
sympy__sympy-21313,0.004170015,0.000819355,0.005703583
sympy__sympy-13551,0.006464936,0.000182986,0.008990468
mwaskom__seaborn-2389,0.014840622,0.012387216,0.017502959
